"Age"	"Gender"	"Education"	"Country"	"Ethnicity"	"Nscore"	"Escore"	"Oscore"	"Ascore"	"Cscore"	"Impulsive"	"SS"	"Alcohol"	"Amphet"	"Amyl"	"Benzos"	"Caff"	"Cannabis"	"Choc"	"Coke"	"Crack"	"Ecstacy"	"Heroin"	"Ketamine"	"Legalh"	"LSD"	"Meth"	"Mushrooms"	"Nicotine"	"Semer"	"VSA"
"407"	"25_34"	"Male"	"Bachelors"	"UK"	"White"	-0.67825	0.16767	0.58331	0.13136	-0.27607	0.19268	-1.54858	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"
"408"	"35_44"	"Female"	"ProfessionalCert"	"USA"	"White"	-1.55078	0.80523	0.7233	0.28783	0.58489	-0.21712	0.40148	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"
"409"	"45_54"	"Male"	"At18"	"UK"	"White"	1.02119	-1.37639	0.44585	0.94156	-1.38502	0.88113	0.40148	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"
"410"	"35_44"	"Female"	"SomeCollege"	"Other"	"White"	-0.46725	-1.50796	0.29338	0.13136	-1.64101	-0.21712	-0.84637	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"411"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	0.13606	1.11406	-0.97631	0.43852	-0.27607	-0.71126	-0.52593	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"412"	"35_44"	"Male"	"SomeCollege"	"UK"	"White"	0.04257	-0.15487	0.7233	0.13136	-0.40581	-0.21712	-0.21575	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"413"	"35_44"	"Female"	"SomeCollege"	"UK"	"White"	-1.86962	0.32197	-1.11902	-0.15487	-0.65253	0.19268	-0.21575	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"414"	"18_24"	"Male"	"At18"	"UK"	"White"	-0.58016	-1.09207	-0.58331	-2.07848	2.63199	-0.21712	0.7654	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"415"	"18_24"	"Male"	"SomeCollege"	"UK"	"White"	-0.05188	-0.69509	0.29338	-2.21844	-1.25773	0.19268	0.7654	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"416"	"25_34"	"Male"	"SomeCollege"	"UK"	"White"	-0.79151	0.96248	0.14143	-1.07533	-0.65253	1.29221	1.92173	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C1"
"417"	"25_34"	"Female"	"Doctorate"	"UK"	"White"	0.31287	0.00332	1.06238	-0.45321	0.41594	-0.21712	-0.21575	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"	"C0"
"418"	"25_34"	"Male"	"Bachelors"	"UK"	"White"	0.62967	0.16767	-0.17779	-0.30172	0.12331	0.19268	-0.52593	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"419"	"18_24"	"Male"	"At18"	"UK"	"White"	0.31287	0.80523	-0.01928	-0.91699	1.13407	0.52975	0.7654	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"420"	"25_34"	"Male"	"SomeCollege"	"UK"	"White"	0.31287	-1.7625	-1.42424	-0.30172	-0.40581	0.52975	-0.84637	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"421"	"35_44"	"Male"	"ProfessionalCert"	"UK"	"White"	-0.79151	-0.15487	-0.01928	1.81866	-0.65253	-0.21712	-1.18084	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"
"422"	"35_44"	"Female"	"Bachelors"	"UK"	"WhiteAsian"	-1.05308	0.80523	-0.71727	1.2861	0.93949	-0.21712	-0.84637	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"423"	"45_54"	"Female"	"Doctorate"	"USA"	"White"	0.52135	0.00332	1.65653	0.94156	-0.00665	1.29221	0.40148	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"
"424"	"35_44"	"Male"	"Bachelors"	"UK"	"White"	-0.34799	-0.30033	0.14143	-0.30172	-1.64101	-0.21712	-0.84637	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"425"	"45_54"	"Male"	"At16"	"UK"	"White"	0.22393	0.00332	-0.31776	-0.15487	-0.00665	0.52975	-0.21575	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"426"	"35_44"	"Male"	"Bachelors"	"Other"	"White"	0.62967	-0.80615	-0.17779	-1.34289	-0.14277	0.88113	0.07987	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"
"427"	"25_34"	"Female"	"At18"	"UK"	"White"	-0.92104	-0.15487	-2.09015	0.28783	0.7583	-1.37983	-1.54858	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"428"	"25_34"	"Male"	"Under16"	"UK"	"White"	0.22393	-0.94779	-1.42424	-0.76096	-0.27607	-0.21712	-0.21575	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C1"
"429"	"25_34"	"Female"	"At18"	"UK"	"White"	0.04257	0.32197	-0.97631	0.94156	-1.0145	0.19268	-0.21575	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"430"	"25_34"	"Male"	"Bachelors"	"UK"	"White"	-0.24649	-0.30033	-1.68062	0.28783	0.12331	-0.71126	-1.18084	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"431"	"45_54"	"Female"	"At16"	"UK"	"White"	0.22393	1.93886	-1.11902	1.2861	-0.14277	1.86203	0.7654	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"432"	"18_24"	"Female"	"Bachelors"	"UK"	"White"	-0.14882	0.96248	-1.55521	2.23427	1.63088	-0.21712	-0.52593	"C1"	"C0"	"C1"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"433"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	0.04257	0.47617	-1.11902	0.59042	1.81175	-0.71126	-0.52593	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"434"	"55_64"	"Male"	"SomeCollege"	"USA"	"White"	-0.67825	-0.30033	1.06238	1.81866	0.7583	-1.37983	-1.18084	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"
"435"	"45_54"	"Male"	"At16"	"UK"	"White"	-1.43907	0.47617	0.29338	-0.91699	0.41594	0.52975	0.40148	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"
"436"	"25_34"	"Female"	"Bachelors"	"USA"	"White"	2.82196	-0.43999	-0.84732	-1.772	-2.04506	0.88113	0.07987	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"
"437"	"18_24"	"Female"	"SomeCollege"	"USA"	"White"	1.37297	-0.30033	0.29338	-0.15487	-1.78169	0.19268	-0.21575	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"
"438"	"35_44"	"Female"	"Bachelors"	"UK"	"White"	-0.46725	0.47617	-0.58331	0.76096	1.81175	-0.21712	-0.52593	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"439"	"18_24"	"Female"	"SomeCollege"	"UK"	"White"	-0.67825	1.45421	-2.09015	-0.01729	0.58489	0.52975	0.07987	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"440"	"25_34"	"Female"	"Masters"	"UK"	"White"	-0.92104	0.00332	0.29338	-0.15487	-0.00665	0.19268	0.07987	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"441"	"35_44"	"Male"	"At16"	"UK"	"White"	0.41667	0.63779	-0.71727	-0.76096	-0.27607	-0.21712	-0.21575	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"442"	"45_54"	"Female"	"ProfessionalCert"	"UK"	"White"	-0.46725	0.80523	0.58331	0.13136	0.7583	-2.55524	-0.84637	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"443"	"45_54"	"Female"	"Bachelors"	"UK"	"White"	1.02119	-0.94779	-0.58331	-0.91699	0.41594	-0.21712	-1.54858	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"444"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	0.22393	-1.09207	0.44585	2.75696	-0.65253	-0.71126	0.40148	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"
"445"	"25_34"	"Male"	"Masters"	"UK"	"White"	0.04257	-0.15487	-0.84732	-0.76096	-1.13788	1.29221	0.07987	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"446"	"18_24"	"Female"	"SomeCollege"	"UK"	"White"	1.13281	1.45421	1.06238	-1.772	-0.89891	1.29221	1.2247	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"447"	"18_24"	"Male"	"Bachelors"	"UK"	"White"	-0.34799	0.63779	0.44585	-0.30172	0.7583	-0.21712	0.07987	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"
"448"	"18_24"	"Female"	"Bachelors"	"UK"	"White"	0.73545	-0.15487	-0.84732	0.59042	-1.0145	0.52975	0.07987	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"449"	"18_24"	"Female"	"Masters"	"UK"	"White"	-1.1943	0.80523	-0.84732	-0.15487	0.7583	0.19268	-0.52593	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"450"	"35_44"	"Female"	"Bachelors"	"UK"	"White"	-0.14882	-0.15487	0.14143	0.13136	0.93949	-1.37983	0.07987	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"451"	"25_34"	"Male"	"Bachelors"	"UK"	"White"	1.23461	-1.7625	-0.31776	0.13136	0.41594	-1.37983	-0.21575	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"452"	"45_54"	"Male"	"Doctorate"	"UK"	"White"	-0.14882	-0.57545	0.88309	-0.76096	-0.27607	1.86203	0.7654	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"
"453"	"18_24"	"Female"	"Bachelors"	"UK"	"White"	0.82562	-0.80615	0.7233	-0.76096	-2.57309	0.88113	-0.21575	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"454"	"35_44"	"Male"	"Bachelors"	"UK"	"White"	1.60383	-0.43999	0.29338	-2.21844	-0.65253	0.88113	0.40148	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"
"455"	"35_44"	"Female"	"Masters"	"UK"	"White"	-0.46725	-0.57545	0.14143	0.59042	0.7583	-1.37983	-2.07848	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"456"	"18_24"	"Female"	"Bachelors"	"UK"	"White"	0.62967	0.00332	0.14143	0.59042	0.12331	-0.21712	0.07987	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"457"	"25_34"	"Male"	"Masters"	"UK"	"White"	0.91093	1.2861	1.88511	-2.5383	-0.40581	0.52975	0.07987	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"
"458"	"18_24"	"Female"	"Bachelors"	"UK"	"White"	1.23461	-1.37639	1.24033	-1.772	0.25953	0.88113	0.07987	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"
"459"	"18_24"	"Male"	"SomeCollege"	"UK"	"White"	1.49158	-1.37639	-2.63199	1.81866	-1.25773	0.52975	-1.18084	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C0"
"460"	"35_44"	"Male"	"SomeCollege"	"UK"	"White"	0.82562	0.47617	1.43533	0.13136	-2.30408	1.29221	1.2247	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C1"
"461"	"45_54"	"Male"	"At18"	"UK"	"White"	1.02119	-0.94779	-0.58331	1.45039	-1.25773	-0.21712	0.40148	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C1"
"462"	"18_24"	"Female"	"Bachelors"	"UK"	"White"	0.31287	-0.80615	1.06238	0.76096	0.93949	0.19268	-0.21575	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"
"463"	"18_24"	"Female"	"Masters"	"UK"	"White"	1.37297	-1.09207	-0.01928	-0.45321	-0.40581	1.29221	0.7654	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"464"	"18_24"	"Female"	"Bachelors"	"UK"	"Asian"	0.31287	0.63779	1.06238	1.11406	-0.27607	-0.71126	0.7654	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"
"465"	"45_54"	"Male"	"Bachelors"	"UK"	"White"	0.22393	0.00332	1.24033	-0.01729	1.46191	-0.21712	-0.21575	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"466"	"35_44"	"Male"	"Bachelors"	"UK"	"White"	-0.05188	0.16767	-0.71727	-0.30172	0.12331	-1.37983	-1.18084	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"467"	"25_34"	"Male"	"Bachelors"	"UK"	"White"	-1.1943	1.74091	1.43533	0.76096	-0.00665	0.88113	1.2247	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"468"	"45_54"	"Female"	"At16"	"USA"	"White"	2.82196	-1.6334	-1.42424	1.61108	-2.04506	-0.21712	0.07987	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"
"469"	"18_24"	"Female"	"Bachelors"	"UK"	"White"	0.13606	0.80523	0.29338	-0.15487	0.7583	-0.71126	-0.84637	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"470"	"18_24"	"Male"	"Masters"	"UK"	"WhiteBlack"	-0.92104	2.57309	1.06238	1.11406	2.33337	-0.21712	0.40148	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"471"	"18_24"	"Female"	"Under16"	"UK"	"White"	0.31287	0.00332	-0.17779	1.2861	-0.00665	0.19268	-0.21575	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"
"472"	"35_44"	"Female"	"SomeCollege"	"USA"	"White"	1.37297	0.00332	-0.45174	-0.76096	-0.52745	0.88113	-0.21575	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"
"473"	"55_64"	"Female"	"Bachelors"	"UK"	"WhiteAsian"	-0.24649	0.96248	0.14143	-0.15487	0.41594	-1.37983	-2.07848	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"474"	"45_54"	"Female"	"Bachelors"	"USA"	"White"	-1.1943	0.96248	-0.45174	0.76096	0.93949	-0.71126	-0.84637	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"
"475"	"35_44"	"Male"	"Bachelors"	"UK"	"White"	1.72012	-0.94779	0.58331	-1.772	-0.40581	0.19268	-0.84637	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"
"476"	"35_44"	"Female"	"ProfessionalCert"	"UK"	"White"	1.49158	-0.69509	-0.71727	-1.21213	-1.25773	1.29221	0.7654	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"477"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	0.41667	0.80523	-0.31776	0.94156	0.58489	-0.21712	0.07987	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"478"	"25_34"	"Female"	"Masters"	"Australia"	"White"	0.41667	-0.43999	1.43533	1.45039	0.25953	0.19268	0.40148	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"479"	"18_24"	"Male"	"SomeCollege"	"USA"	"White"	1.13281	-0.80615	-0.17779	-1.34289	-0.65253	-1.37983	-0.84637	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"
"480"	"35_44"	"Female"	"Bachelors"	"Australia"	"White"	1.02119	0.16767	0.29338	-0.15487	0.58489	0.19268	0.40148	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"
"481"	"35_44"	"Male"	"SomeCollege"	"UK"	"White"	-0.67825	-0.15487	0.29338	0.13136	1.63088	-0.71126	-0.21575	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C1"
"482"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	1.23461	0.47617	1.43533	0.28783	0.93949	0.19268	-0.84637	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"
"483"	"35_44"	"Female"	"At16"	"UK"	"White"	-0.58016	0.96248	-0.58331	0.76096	-0.27607	-1.37983	-1.18084	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"484"	"45_54"	"Female"	"At16"	"UK"	"White"	-0.46725	0.32197	-1.55521	1.11406	-0.78155	-1.37983	-0.84637	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"
"485"	"25_34"	"Male"	"At18"	"Other"	"White"	1.49158	-1.6334	1.06238	-0.76096	-1.38502	-0.71126	-1.18084	"C1"	"C1"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"	"C0"	"C1"	"C0"	"C1"
"486"	"35_44"	"Female"	"At18"	"USA"	"White"	1.8399	-1.7625	1.24033	-1.07533	0.25953	0.19268	-0.52593	"C1"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
"487"	"25_34"	"Male"	"At16"	"UK"	"White"	0.41667	-1.37639	0.14143	0.76096	-0.40581	-0.21712	1.2247	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C0"	"C1"	"C0"	"C0"	"C1"	"C1"	"C0"	"C1"
"488"	"18_24"	"Male"	"Under16"	"UK"	"White"	1.98437	-1.37639	0.29338	-1.92595	-1.64101	-0.21712	0.07987	"C1"	"C0"	"C0"	"C0"	"C0"	"C1"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C1"	"C0"	"C0"	"C0"	"C0"	"C0"	"C0"
"489"	"18_24"	"Male"	"SomeCollege"	"UK"	"White"	-1.05308	1.11406	0.88309	-1.34289	-1.38502	-0.71126	1.2247	"C1"	"C0"	"C0"	"C0"	"C1"	"C1"	"C1"	"C1"	"C0"	"C1"	"C0"	"C1"	"C1"	"C1"	"C0"	"C1"	"C1"	"C0"	"C0"
