"Age"	"Gender"	"Education"	"Country"	"Ethnicity"	"Nscore"	"Escore"	"Oscore"	"Ascore"	"Cscore"	"Impulsive"	"SS"	"Alcohol"	"Amphet"	"Amyl"	"Benzos"	"Caff"	"Cannabis"	"Choc"	"Coke"	"Crack"	"Ecstacy"	"Heroin"	"Ketamine"	"Legalh"	"LSD"	"Meth"	"Mushrooms"	"Nicotine"	"Semer"	"VSA"
"214"	"25_34"	"Female"	"ProfessionalCert"	"UK"	"White"	-0.14882	1.11406	0.44585	1.2861	1.30612	0.19268	1.2247	"CL5"	"CL0"	"CL0"	"CL0"	"CL5"	"CL2"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL2"	"CL0"	"CL0"
"215"	"25_34"	"Female"	"Bachelors"	"Canada"	"White"	1.60383	-0.30033	-0.71727	1.11406	-0.40581	0.19268	0.07987	"CL5"	"CL2"	"CL0"	"CL0"	"CL6"	"CL4"	"CL4"	"CL3"	"CL0"	"CL3"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL2"	"CL3"	"CL0"	"CL0"
"216"	"25_34"	"Female"	"ProfessionalCert"	"UK"	"White"	0.22393	1.11406	0.29338	1.45039	-0.00665	0.88113	0.7654	"CL5"	"CL1"	"CL1"	"CL0"	"CL6"	"CL1"	"CL5"	"CL2"	"CL0"	"CL1"	"CL0"	"CL3"	"CL0"	"CL0"	"CL0"	"CL0"	"CL3"	"CL0"	"CL0"
"217"	"35_44"	"Male"	"ProfessionalCert"	"UK"	"White"	1.23461	0.80523	0.44585	1.45039	-1.64101	1.86203	0.7654	"CL2"	"CL1"	"CL1"	"CL1"	"CL6"	"CL1"	"CL6"	"CL1"	"CL1"	"CL1"	"CL1"	"CL1"	"CL0"	"CL1"	"CL1"	"CL0"	"CL6"	"CL0"	"CL1"
"218"	"25_34"	"Female"	"Masters"	"Other"	"White"	0.31287	1.11406	-0.84732	-1.07533	0.7583	-0.21712	-0.52593	"CL4"	"CL0"	"CL0"	"CL0"	"CL6"	"CL3"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL2"	"CL3"	"CL0"	"CL0"
"219"	"35_44"	"Female"	"SomeCollege"	"UK"	"White"	-0.34799	-0.57545	0.14143	1.11406	0.25953	-1.37983	-0.84637	"CL6"	"CL1"	"CL1"	"CL1"	"CL4"	"CL1"	"CL5"	"CL2"	"CL0"	"CL1"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL0"
"220"	"18_24"	"Female"	"Bachelors"	"UK"	"White"	0.82562	-0.30033	0.29338	-0.01729	0.12331	0.19268	0.07987	"CL5"	"CL0"	"CL2"	"CL0"	"CL6"	"CL3"	"CL5"	"CL0"	"CL0"	"CL2"	"CL0"	"CL0"	"CL3"	"CL0"	"CL0"	"CL0"	"CL3"	"CL0"	"CL0"
"221"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	-0.14882	0.47617	-0.45174	-0.76096	0.93949	0.52975	-0.52593	"CL3"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL2"	"CL0"	"CL0"
"222"	"35_44"	"Female"	"Bachelors"	"UK"	"White"	-0.24649	0.63779	0.7233	1.11406	0.25953	1.29221	1.2247	"CL6"	"CL2"	"CL0"	"CL0"	"CL5"	"CL2"	"CL5"	"CL2"	"CL0"	"CL2"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL2"	"CL0"	"CL0"
"223"	"55_64"	"Male"	"Bachelors"	"UK"	"White"	-1.1943	1.11406	-0.31776	1.11406	0.93949	-0.21712	0.07987	"CL1"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"
"224"	"45_54"	"Female"	"Bachelors"	"UK"	"White"	-0.46725	1.45421	0.29338	0.43852	0.7583	-0.21712	-0.21575	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"225"	"35_44"	"Female"	"Bachelors"	"UK"	"White"	-1.32828	0.63779	0.88309	-0.45321	0.25953	-1.37983	-1.54858	"CL6"	"CL1"	"CL0"	"CL0"	"CL6"	"CL0"	"CL5"	"CL3"	"CL0"	"CL2"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL0"
"226"	"45_54"	"Female"	"Bachelors"	"UK"	"White"	-0.46725	0.47617	-0.71727	1.45039	1.46191	-0.21712	-0.84637	"CL5"	"CL0"	"CL0"	"CL0"	"CL6"	"CL1"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"
"227"	"18_24"	"Male"	"SomeCollege"	"UK"	"White"	0.22393	0.96248	-0.97631	-0.60633	0.58489	1.29221	0.40148	"CL5"	"CL0"	"CL0"	"CL0"	"CL5"	"CL4"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL4"	"CL0"	"CL0"
"228"	"45_54"	"Male"	"Masters"	"UK"	"White"	-0.67825	0.32197	-0.01928	-0.76096	-0.14277	0.19268	0.07987	"CL6"	"CL1"	"CL1"	"CL1"	"CL6"	"CL2"	"CL6"	"CL1"	"CL0"	"CL1"	"CL0"	"CL1"	"CL0"	"CL0"	"CL0"	"CL1"	"CL2"	"CL0"	"CL0"
"229"	"45_54"	"Female"	"Bachelors"	"UK"	"White"	-1.05308	1.45421	0.14143	0.94156	1.63088	-1.37983	-2.07848	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL1"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"230"	"35_44"	"Female"	"ProfessionalCert"	"UK"	"White"	1.02119	-2.21069	-1.82919	0.59042	0.41594	-1.37983	-1.54858	"CL5"	"CL0"	"CL0"	"CL2"	"CL5"	"CL1"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL3"	"CL0"	"CL0"
"231"	"65_"	"Female"	"Masters"	"UK"	"White"	0.13606	-1.09207	-0.45174	-0.45321	0.25953	-0.21712	-1.54858	"CL6"	"CL0"	"CL0"	"CL1"	"CL6"	"CL0"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"
"232"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	0.04257	1.2861	-0.01928	0.13136	0.7583	0.52975	0.7654	"CL5"	"CL1"	"CL0"	"CL0"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"233"	"45_54"	"Male"	"Bachelors"	"UK"	"White"	-0.67825	0.80523	-1.42424	0.94156	0.25953	0.52975	0.40148	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL4"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"234"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	0.41667	0.96248	-0.01928	-0.91699	1.63088	0.19268	0.40148	"CL4"	"CL0"	"CL0"	"CL0"	"CL6"	"CL2"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL2"	"CL0"	"CL0"
"235"	"25_34"	"Female"	"ProfessionalCert"	"UK"	"White"	0.04257	0.96248	-1.27553	2.23427	2.04506	-1.37983	-2.07848	"CL5"	"CL0"	"CL0"	"CL3"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"236"	"25_34"	"Female"	"Masters"	"UK"	"White"	1.49158	0.32197	-0.17779	0.43852	0.41594	0.19268	-0.21575	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"237"	"25_34"	"Female"	"At16"	"UK"	"White"	0.91093	-0.15487	-2.21069	0.28783	1.30612	-1.37983	-2.07848	"CL5"	"CL1"	"CL1"	"CL0"	"CL6"	"CL3"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL0"
"238"	"18_24"	"Female"	"At18"	"UK"	"White"	0.52135	-0.15487	-0.71727	-0.60633	0.25953	-0.21712	-0.21575	"CL4"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"239"	"45_54"	"Female"	"ProfessionalCert"	"UK"	"White"	-1.86962	0.63779	0.7233	1.61108	0.25953	-1.37983	-0.84637	"CL5"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"240"	"35_44"	"Female"	"Masters"	"UK"	"White"	0.62967	-1.23177	-0.01928	1.61108	2.63199	-1.37983	-0.84637	"CL4"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL1"	"CL0"	"CL0"
"241"	"25_34"	"Female"	"At18"	"Other"	"White"	2.127	-1.23177	-0.84732	0.76096	-1.0145	0.19268	-1.18084	"CL5"	"CL0"	"CL0"	"CL0"	"CL4"	"CL2"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL2"	"CL0"	"CL1"
"242"	"18_24"	"Female"	"SomeCollege"	"UK"	"White"	1.49158	-1.50796	-3.27393	0.76096	-0.89891	-1.37983	-1.54858	"CL5"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL4"	"CL0"	"CL3"
"243"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	-0.58016	1.11406	0.7233	0.94156	0.93949	-1.37983	-0.21575	"CL5"	"CL3"	"CL1"	"CL2"	"CL6"	"CL3"	"CL4"	"CL3"	"CL2"	"CL2"	"CL0"	"CL0"	"CL3"	"CL0"	"CL0"	"CL0"	"CL5"	"CL0"	"CL1"
"244"	"35_44"	"Male"	"Bachelors"	"UK"	"White"	1.98437	-1.50796	-0.17779	1.11406	-2.90161	-0.71126	-0.52593	"CL5"	"CL0"	"CL0"	"CL3"	"CL6"	"CL1"	"CL6"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"245"	"25_34"	"Female"	"SomeCollege"	"UK"	"White"	-0.24649	-0.94779	-1.68062	-1.47955	-1.38502	-2.55524	-1.54858	"CL5"	"CL1"	"CL0"	"CL0"	"CL6"	"CL1"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL0"
"246"	"25_34"	"Female"	"ProfessionalCert"	"UK"	"White"	1.37297	-0.69509	-1.27553	0.43852	-0.65253	-0.21712	-0.84637	"CL5"	"CL0"	"CL0"	"CL2"	"CL0"	"CL2"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL5"	"CL0"	"CL0"
"247"	"45_54"	"Male"	"Masters"	"UK"	"White"	-0.92104	-0.30033	-1.11902	0.59042	1.63088	-0.21712	-0.52593	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"248"	"45_54"	"Female"	"Doctorate"	"UK"	"White"	-2.42317	0.16767	-0.31776	2.03972	1.81175	-0.71126	-1.18084	"CL5"	"CL0"	"CL0"	"CL0"	"CL5"	"CL0"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"249"	"45_54"	"Female"	"ProfessionalCert"	"UK"	"White"	1.13281	0.32197	-0.17779	0.94156	1.13407	-0.71126	-0.21575	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL0"
"250"	"45_54"	"Male"	"Bachelors"	"UK"	"White"	-0.46725	0.16767	-0.31776	-0.45321	1.46191	0.19268	-0.84637	"CL5"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"251"	"35_44"	"Female"	"Bachelors"	"UK"	"White"	0.62967	-0.94779	-0.71727	-0.15487	0.7583	-1.37983	-1.54858	"CL4"	"CL0"	"CL0"	"CL0"	"CL5"	"CL0"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"252"	"18_24"	"Female"	"Masters"	"UK"	"White"	-1.43907	0.96248	-0.58331	2.23427	2.04506	-0.71126	-0.21575	"CL5"	"CL0"	"CL0"	"CL0"	"CL6"	"CL2"	"CL4"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL2"	"CL0"	"CL0"
"253"	"45_54"	"Female"	"Doctorate"	"UK"	"White"	-0.79151	0.16767	0.29338	-0.01729	0.93949	-1.37983	-2.07848	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL2"	"CL5"	"CL2"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL2"	"CL0"	"CL0"
"254"	"25_34"	"Male"	"ProfessionalCert"	"UK"	"White"	1.37297	-0.69509	-0.71727	-0.91699	-0.27607	-1.37983	-0.84637	"CL4"	"CL0"	"CL0"	"CL0"	"CL6"	"CL3"	"CL4"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL3"	"CL0"	"CL0"
"255"	"35_44"	"Female"	"Masters"	"UK"	"White"	-1.1943	1.74091	1.06238	1.2861	0.7583	0.19268	0.40148	"CL5"	"CL1"	"CL0"	"CL0"	"CL5"	"CL2"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL2"	"CL0"	"CL0"
"256"	"18_24"	"Female"	"SomeCollege"	"UK"	"White"	-0.46725	0.63779	-0.31776	0.76096	0.93949	-0.71126	-0.21575	"CL4"	"CL2"	"CL0"	"CL0"	"CL2"	"CL2"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"257"	"35_44"	"Male"	"Doctorate"	"UK"	"White"	0.04257	0.00332	0.88309	-2.70172	-0.27607	-0.71126	0.07987	"CL4"	"CL1"	"CL1"	"CL1"	"CL6"	"CL1"	"CL6"	"CL2"	"CL0"	"CL2"	"CL0"	"CL0"	"CL2"	"CL1"	"CL0"	"CL1"	"CL4"	"CL0"	"CL1"
"258"	"65_"	"Male"	"Doctorate"	"UK"	"White"	0.52135	-0.15487	-0.45174	-1.47955	1.81175	-0.71126	-1.54858	"CL5"	"CL0"	"CL0"	"CL5"	"CL4"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"259"	"65_"	"Male"	"ProfessionalCert"	"UK"	"White"	-1.05308	-0.30033	0.29338	0.43852	0.7583	-0.21712	-0.52593	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"260"	"45_54"	"Female"	"ProfessionalCert"	"UK"	"White"	-0.46725	0.96248	2.15324	-0.91699	-0.00665	1.86203	1.2247	"CL5"	"CL0"	"CL0"	"CL0"	"CL6"	"CL2"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"261"	"55_64"	"Male"	"Bachelors"	"UK"	"White"	-0.67825	-0.43999	0.7233	-0.01729	-0.14277	1.86203	0.07987	"CL2"	"CL0"	"CL1"	"CL2"	"CL0"	"CL1"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL1"	"CL6"	"CL0"	"CL0"
"262"	"45_54"	"Male"	"Masters"	"UK"	"Asian"	-0.92104	0.80523	-0.31776	0.94156	0.25953	-1.37983	-1.54858	"CL3"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL4"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"263"	"55_64"	"Female"	"Under16"	"UK"	"White"	-1.05308	0.00332	-0.01928	1.61108	1.13407	-0.71126	-1.54858	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"
"264"	"18_24"	"Female"	"Bachelors"	"UK"	"White"	-0.46725	0.16767	-0.01928	0.59042	0.58489	-1.37983	-1.18084	"CL5"	"CL0"	"CL0"	"CL0"	"CL5"	"CL2"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"265"	"35_44"	"Female"	"Bachelors"	"UK"	"Black"	-0.24649	0.00332	-0.45174	-0.01729	-0.00665	-0.71126	-2.07848	"CL2"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"266"	"55_64"	"Male"	"Bachelors"	"UK"	"White"	-1.1943	-0.15487	-0.17779	0.28783	0.7583	-0.21712	0.07987	"CL6"	"CL1"	"CL0"	"CL0"	"CL6"	"CL3"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"
"267"	"35_44"	"Male"	"ProfessionalCert"	"UK"	"Black"	-0.92104	1.45421	-1.27553	-0.45321	-0.00665	-0.21712	0.07987	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"268"	"45_54"	"Female"	"Masters"	"UK"	"White"	-1.05308	1.74091	0.58331	0.43852	2.04506	-0.21712	-0.52593	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL1"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"
"269"	"35_44"	"Female"	"Masters"	"UK"	"Black"	-0.92104	0.16767	-0.84732	-0.76096	0.12331	-1.37983	-2.07848	"CL4"	"CL0"	"CL0"	"CL2"	"CL2"	"CL0"	"CL4"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"270"	"45_54"	"Female"	"Masters"	"UK"	"White"	-2.3436	2.127	1.65653	0.76096	0.7583	0.88113	0.40148	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL1"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"271"	"45_54"	"Female"	"Masters"	"UK"	"White"	0.73545	-0.69509	0.44585	0.28783	-1.38502	-0.71126	0.7654	"CL6"	"CL1"	"CL1"	"CL0"	"CL6"	"CL1"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL2"	"CL1"	"CL2"	"CL0"	"CL0"
"272"	"55_64"	"Male"	"Doctorate"	"UK"	"White"	-1.05308	0.00332	-0.01928	0.28783	-0.00665	0.52975	-0.84637	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"
"273"	"25_34"	"Female"	"Bachelors"	"UK"	"White"	0.22393	0.16767	-1.11902	0.28783	0.25953	-0.71126	-0.21575	"CL6"	"CL3"	"CL3"	"CL4"	"CL6"	"CL3"	"CL6"	"CL3"	"CL0"	"CL2"	"CL0"	"CL2"	"CL3"	"CL2"	"CL0"	"CL1"	"CL4"	"CL0"	"CL0"
"274"	"35_44"	"Male"	"Masters"	"UK"	"White"	0.22393	0.96248	0.14143	-0.91699	0.58489	-0.21712	0.7654	"CL6"	"CL1"	"CL6"	"CL5"	"CL6"	"CL3"	"CL4"	"CL1"	"CL1"	"CL1"	"CL0"	"CL1"	"CL0"	"CL1"	"CL0"	"CL0"	"CL6"	"CL0"	"CL0"
"275"	"35_44"	"Female"	"Masters"	"UK"	"White"	0.41667	-0.43999	0.14143	0.43852	1.63088	-1.37983	-0.21575	"CL4"	"CL0"	"CL0"	"CL0"	"CL6"	"CL1"	"CL4"	"CL1"	"CL0"	"CL1"	"CL0"	"CL1"	"CL0"	"CL0"	"CL0"	"CL0"	"CL2"	"CL0"	"CL0"
"276"	"55_64"	"Male"	"Doctorate"	"UK"	"White"	-0.92104	0.47617	-0.58331	-0.30172	-0.52745	-0.21712	-0.52593	"CL6"	"CL0"	"CL0"	"CL0"	"CL3"	"CL0"	"CL3"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"
"277"	"25_34"	"Male"	"SomeCollege"	"UK"	"White"	-1.05308	1.45421	1.06238	0.76096	-0.14277	0.52975	0.07987	"CL5"	"CL2"	"CL2"	"CL2"	"CL5"	"CL4"	"CL5"	"CL3"	"CL0"	"CL3"	"CL0"	"CL2"	"CL0"	"CL2"	"CL0"	"CL3"	"CL3"	"CL0"	"CL0"
"278"	"45_54"	"Female"	"Bachelors"	"UK"	"White"	-0.24649	-0.43999	-0.31776	0.76096	-0.00665	-0.71126	-0.52593	"CL5"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"279"	"45_54"	"Male"	"Masters"	"UK"	"White"	-1.32828	0.80523	0.29338	0.43852	0.41594	0.19268	-0.52593	"CL5"	"CL1"	"CL0"	"CL2"	"CL6"	"CL1"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"
"280"	"55_64"	"Male"	"Masters"	"UK"	"White"	-0.05188	0.16767	0.7233	-0.01729	-0.89891	-0.71126	-0.84637	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL1"	"CL0"	"CL0"
"281"	"45_54"	"Female"	"SomeCollege"	"UK"	"White"	0.04257	-0.30033	-2.21069	-0.15487	-0.14277	-0.71126	-0.84637	"CL5"	"CL0"	"CL0"	"CL1"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"282"	"45_54"	"Female"	"Masters"	"UK"	"White"	-0.05188	0.00332	0.14143	0.94156	0.93949	0.19268	0.40148	"CL5"	"CL0"	"CL0"	"CL0"	"CL5"	"CL1"	"CL5"	"CL1"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"283"	"45_54"	"Male"	"Bachelors"	"UK"	"White"	-0.92104	1.58487	0.14143	-0.30172	0.7583	0.19268	0.40148	"CL6"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL5"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"284"	"35_44"	"Male"	"ProfessionalCert"	"Other"	"White"	-1.1943	-0.80615	0.7233	-0.45321	0.25953	1.29221	-0.21575	"CL3"	"CL2"	"CL2"	"CL3"	"CL6"	"CL2"	"CL5"	"CL2"	"CL0"	"CL2"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL2"	"CL6"	"CL0"	"CL0"
"285"	"35_44"	"Male"	"Bachelors"	"UK"	"White"	-0.92104	1.2861	-0.71727	-0.30172	0.25953	-1.37983	-0.21575	"CL5"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL4"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL5"	"CL0"	"CL0"
"286"	"45_54"	"Female"	"Bachelors"	"UK"	"White"	0.22393	-1.37639	-0.17779	-1.34289	-0.14277	-1.37983	-2.07848	"CL5"	"CL0"	"CL0"	"CL0"	"CL6"	"CL0"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
"287"	"45_54"	"Male"	"Masters"	"UK"	"White"	0.31287	0.32197	-0.45174	0.43852	-0.89891	-0.21712	-0.21575	"CL3"	"CL0"	"CL0"	"CL2"	"CL6"	"CL1"	"CL6"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"	"CL0"
